date_time,temp_c,dew_point,relative_humidity,wind_speed,visibility,pressure,weather,temp_f,month
2012-01-01 00:00:00,-1.8,-3.9,86,4,8.0,101.24,Fog,28.759999999999998,1
2012-01-01 01:00:00,-1.8,-3.7,87,4,8.0,101.24,Fog,28.759999999999998,1
2012-01-01 02:00:00,-1.8,-3.4,89,7,4.0,101.26,"Freezing Drizzle,Fog",28.759999999999998,1
2012-01-01 03:00:00,-1.5,-3.2,88,6,4.0,101.27,"Freezing Drizzle,Fog",29.3,1
2012-01-01 04:00:00,-1.5,-3.3,88,7,4.8,101.23,Fog,29.3,1
2012-01-01 05:00:00,-1.4,-3.3,87,9,6.4,101.27,Fog,29.48,1
2012-01-01 06:00:00,-1.5,-3.1,89,7,6.4,101.29,Fog,29.3,1
2012-01-01 07:00:00,-1.4,-3.6,85,7,8.0,101.26,Fog,29.48,1
2012-01-01 08:00:00,-1.4,-3.6,85,9,8.0,101.23,Fog,29.48,1
2012-01-01 09:00:00,-1.3,-3.1,88,15,4.0,101.2,Fog,29.66,1
2012-01-01 10:00:00,-1.0,-2.3,91,9,1.2,101.15,Fog,30.2,1
2012-01-01 11:00:00,-0.5,-2.1,89,7,4.0,100.98,Fog,31.1,1
2012-01-01 12:00:00,-0.2,-2.0,88,9,4.8,100.79,Fog,31.64,1
2012-01-01 13:00:00,0.2,-1.7,87,13,4.8,100.58,Fog,32.36,1
2012-01-01 14:00:00,0.8,-1.1,87,20,4.8,100.31,Fog,33.44,1
2012-01-01 15:00:00,1.8,-0.4,85,22,6.4,100.07,Fog,35.24,1
2012-01-01 16:00:00,2.6,-0.2,82,13,12.9,99.93,Mostly Cloudy,36.68,1
2012-01-01 17:00:00,3.0,0.0,81,13,16.1,99.81,Cloudy,37.4,1
2012-01-01 18:00:00,3.8,1.0,82,15,12.9,99.74,Rain,38.84,1
2012-01-01 19:00:00,3.1,1.3,88,15,12.9,99.68,Rain,37.58,1
2012-01-01 20:00:00,3.2,1.3,87,19,25.0,99.5,Cloudy,37.76,1
2012-01-01 21:00:00,4.0,1.7,85,20,25.0,99.39,Cloudy,39.2,1
2012-01-01 22:00:00,4.4,1.9,84,24,19.3,99.32,Rain Showers,39.92,1
2012-01-01 23:00:00,5.3,2.0,79,30,25.0,99.31,Cloudy,41.54,1
2012-01-02 00:00:00,5.2,1.5,77,35,25.0,99.26,Rain Showers,41.36,1
2012-01-02 01:00:00,4.6,0.0,72,39,25.0,99.26,Cloudy,40.28,1
2012-01-02 02:00:00,3.9,-0.9,71,32,25.0,99.26,Mostly Cloudy,39.019999999999996,1
2012-01-02 03:00:00,3.7,-1.5,69,33,25.0,99.3,Mostly Cloudy,38.66,1
2012-01-02 04:00:00,2.9,-2.3,69,32,25.0,99.26,Mostly Cloudy,37.22,1
2012-01-02 05:00:00,2.6,-2.3,70,32,25.0,99.21,Mostly Cloudy,36.68,1
2012-01-02 06:00:00,2.3,-2.6,70,26,25.0,99.18,Mostly Cloudy,36.14,1
2012-01-02 07:00:00,2.0,-2.9,70,33,25.0,99.14,Mostly Cloudy,35.6,1
2012-01-02 08:00:00,1.9,-3.3,68,39,24.1,99.14,Mostly Cloudy,35.42,1
2012-01-02 09:00:00,1.8,-3.7,67,44,24.1,99.14,Mostly Cloudy,35.24,1
2012-01-02 10:00:00,1.5,-4.1,66,43,24.1,99.18,Mostly Cloudy,34.7,1
2012-01-02 11:00:00,2.2,-3.5,66,30,24.1,99.19,Mostly Cloudy,35.96,1
2012-01-02 12:00:00,1.7,-6.2,56,48,24.1,99.21,Mainly Clear,35.06,1
2012-01-02 13:00:00,1.1,-6.5,57,37,24.1,99.27,Mostly Cloudy,33.98,1
2012-01-02 14:00:00,1.1,-6.8,56,33,24.1,99.33,Mostly Cloudy,33.98,1
2012-01-02 15:00:00,0.0,-7.0,59,33,24.1,99.41,Mostly Cloudy,32.0,1
2012-01-02 16:00:00,-0.7,-8.7,55,24,24.1,99.5,Mostly Cloudy,30.74,1
2012-01-02 17:00:00,-2.1,-9.5,57,22,25.0,99.66,Snow Showers,28.22,1
2012-01-02 18:00:00,-4.1,-11.4,57,28,25.0,99.86,Mostly Cloudy,24.62,1
2012-01-02 19:00:00,-4.8,-12.1,57,24,25.0,100.0,Mostly Cloudy,23.36,1
2012-01-02 20:00:00,-5.6,-13.4,54,24,25.0,100.07,Snow Showers,21.92,1
2012-01-02 21:00:00,-5.8,-12.8,58,26,25.0,100.15,Snow Showers,21.560000000000002,1
2012-01-02 22:00:00,-7.0,-14.7,54,20,25.0,100.26,Cloudy,19.4,1
2012-01-02 23:00:00,-7.4,-14.1,59,17,19.3,100.27,Snow Showers,18.68,1
2012-01-03 00:00:00,-9.0,-16.0,57,28,25.0,100.35,Snow Showers,15.8,1
2012-01-03 01:00:00,-9.7,-17.2,54,20,25.0,100.43,Cloudy,14.54,1
2012-01-03 02:00:00,-10.5,-15.8,65,22,12.9,100.53,Snow Showers,13.099999999999998,1
2012-01-03 03:00:00,-11.3,-18.7,54,33,25.0,100.61,Snow Showers,11.659999999999997,1
2012-01-03 04:00:00,-12.6,-20.1,53,24,25.0,100.68,Cloudy,9.32,1
2012-01-03 05:00:00,-12.9,-19.1,60,22,25.0,100.76,Snow Showers,8.779999999999998,1
2012-01-03 06:00:00,-13.3,-19.3,61,19,25.0,100.85,Snow Showers,8.059999999999999,1
2012-01-03 07:00:00,-14.0,-19.5,63,19,25.0,100.95,Snow,6.800000000000001,1
2012-01-03 08:00:00,-14.8,-21.3,58,26,24.1,101.07,Mostly Cloudy,5.359999999999999,1
2012-01-03 09:00:00,-15.0,-21.9,56,19,24.1,101.2,Mostly Cloudy,5.0,1
2012-01-03 10:00:00,-15.3,-22.2,56,24,24.1,101.29,Cloudy,4.459999999999997,1
2012-01-03 11:00:00,-14.9,-22.2,54,22,24.1,101.33,Mostly Cloudy,5.18,1
2012-01-03 12:00:00,-14.9,-22.6,52,20,24.1,101.34,Mainly Clear,5.18,1
2012-01-03 13:00:00,-15.1,-22.4,54,22,24.1,101.34,Mainly Clear,4.82,1
2012-01-03 14:00:00,-14.9,-22.9,50,22,24.1,101.38,Mainly Clear,5.18,1
2012-01-03 15:00:00,-14.8,-22.2,53,19,24.1,101.44,Mainly Clear,5.359999999999999,1
2012-01-03 16:00:00,-15.3,-22.9,52,22,24.1,101.51,Mainly Clear,4.459999999999997,1
2012-01-03 17:00:00,-15.8,-23.2,53,22,24.1,101.58,Mainly Clear,3.5599999999999987,1
2012-01-03 18:00:00,-16.3,-23.8,52,24,25.0,101.64,Mainly Clear,2.6599999999999966,1
2012-01-03 19:00:00,-16.9,-24.8,50,24,25.0,101.74,Clear,1.5800000000000018,1
2012-01-03 20:00:00,-17.3,-25.4,49,24,25.0,101.82,Mainly Clear,0.8599999999999994,1
2012-01-03 21:00:00,-17.0,-24.6,52,15,25.0,101.86,Mostly Cloudy,1.3999999999999986,1
2012-01-03 22:00:00,-17.1,-24.6,52,20,25.0,101.86,Mostly Cloudy,1.2199999999999953,1
2012-01-03 23:00:00,-17.3,-24.2,55,17,25.0,101.87,Mostly Cloudy,0.8599999999999994,1
2012-01-04 00:00:00,-17.5,-24.2,56,13,25.0,101.88,Mostly Cloudy,0.5,1
2012-01-04 01:00:00,-17.9,-24.1,58,11,25.0,101.86,Mainly Clear,-0.21999999999999886,1
2012-01-04 02:00:00,-18.1,-23.8,61,15,25.0,101.89,Mainly Clear,-0.5800000000000054,1
2012-01-04 03:00:00,-18.5,-24.6,59,13,25.0,101.88,Mainly Clear,-1.3000000000000043,1
2012-01-04 04:00:00,-18.5,-24.6,59,13,25.0,101.82,Mainly Clear,-1.3000000000000043,1
2012-01-04 05:00:00,-18.6,-24.0,62,9,25.0,101.77,Mainly Clear,-1.480000000000004,1
2012-01-04 06:00:00,-18.5,-24.1,61,11,25.0,101.74,Cloudy,-1.3000000000000043,1
2012-01-04 07:00:00,-18.2,-24.1,60,11,25.0,101.75,Cloudy,-0.759999999999998,1
2012-01-04 08:00:00,-17.8,-24.2,57,17,24.1,101.73,Mostly Cloudy,-0.03999999999999915,1
2012-01-04 09:00:00,-16.8,-22.5,61,9,24.1,101.68,Mostly Cloudy,1.759999999999998,1
2012-01-04 10:00:00,-15.2,-20.6,63,7,24.1,101.54,Mostly Cloudy,4.640000000000001,1
2012-01-04 11:00:00,-14.2,-21.1,56,13,24.1,101.41,Mostly Cloudy,6.440000000000001,1
2012-01-04 12:00:00,-13.7,-21.7,51,11,24.1,101.25,Snow,7.34,1
2012-01-04 13:00:00,-12.4,-20.1,53,11,24.1,101.07,Cloudy,9.68,1
2012-01-04 14:00:00,-11.3,-19.0,53,7,19.3,100.97,Snow,11.659999999999997,1
2012-01-04 15:00:00,-10.2,-16.3,61,11,9.7,100.89,Snow,13.64,1
2012-01-04 16:00:00,-9.4,-15.5,61,13,19.3,100.79,Snow,15.079999999999998,1
2012-01-04 17:00:00,-8.9,-13.2,71,9,4.8,100.76,Snow,15.98,1
2012-01-04 18:00:00,-8.9,-12.6,75,11,9.7,100.69,Snow,15.98,1
2012-01-04 19:00:00,-8.4,-12.7,71,9,16.1,100.65,Snow,16.88,1
2012-01-04 20:00:00,-7.8,-12.1,71,9,16.1,100.61,Snow,17.96,1
2012-01-04 21:00:00,-7.6,-11.6,73,7,11.3,100.54,Snow,18.32,1
2012-01-04 22:00:00,-9.5,-12.7,77,6,9.7,100.5,Snow,14.899999999999999,1
2012-01-04 23:00:00,-9.6,-12.6,79,6,9.7,100.42,Snow,14.719999999999999,1
2012-01-05 00:00:00,-8.8,-11.7,79,4,9.7,100.32,Snow,16.159999999999997,1
2012-01-05 01:00:00,-7.5,-10.2,81,0,9.7,100.29,Snow,18.5,1
2012-01-05 02:00:00,-5.4,-8.3,80,9,8.0,100.28,Snow,22.28,1
2012-01-05 03:00:00,-5.0,-7.7,81,11,9.7,100.24,Snow,23.0,1
2012-01-05 04:00:00,-4.1,-6.5,83,9,4.8,100.21,Snow,24.62,1
2012-01-05 05:00:00,-7.0,-9.5,82,4,4.0,100.19,Snow,19.4,1
2012-01-05 06:00:00,-8.2,-10.7,82,6,6.4,100.26,Snow,17.240000000000002,1
2012-01-05 07:00:00,-7.1,-9.7,82,9,9.7,100.31,Snow,19.22,1
2012-01-05 08:00:00,-6.1,-9.1,79,11,9.7,100.39,Snow,21.02,1
2012-01-05 09:00:00,-6.6,-10.1,76,9,24.1,100.42,Mainly Clear,20.12,1
2012-01-05 10:00:00,-6.0,-10.0,73,17,48.3,100.45,Mainly Clear,21.2,1
2012-01-05 11:00:00,-5.6,-10.2,70,22,48.3,100.41,Mainly Clear,21.92,1
2012-01-05 12:00:00,-4.7,-9.6,69,20,48.3,100.38,Mainly Clear,23.54,1
2012-01-05 13:00:00,-4.4,-9.7,66,26,48.3,100.4,Mainly Clear,24.08,1
2012-01-05 14:00:00,-5.1,-10.7,65,22,48.3,100.46,Mainly Clear,22.82,1
2012-01-05 15:00:00,-4.3,-12.0,55,26,48.3,100.52,Mainly Clear,24.259999999999998,1
2012-01-05 16:00:00,-5.0,-12.7,55,19,24.1,100.6,Mainly Clear,23.0,1
2012-01-05 17:00:00,-6.7,-14.1,56,11,25.0,100.65,Mainly Clear,19.939999999999998,1
2012-01-05 18:00:00,-7.1,-14.4,56,11,25.0,100.71,Clear,19.22,1
2012-01-05 19:00:00,-9.2,-15.4,61,7,25.0,100.8,Clear,15.440000000000001,1
2012-01-05 20:00:00,-9.8,-15.7,62,9,25.0,100.83,Clear,14.36,1
2012-01-05 21:00:00,-9.0,-14.8,63,13,25.0,100.83,Clear,15.8,1
2012-01-05 22:00:00,-9.9,-15.7,63,7,25.0,100.85,Cloudy,14.18,1
2012-01-05 23:00:00,-9.4,-15.5,61,9,25.0,100.83,Cloudy,15.079999999999998,1
2012-01-06 00:00:00,-9.6,-16.8,56,13,25.0,100.81,Cloudy,14.719999999999999,1
2012-01-06 01:00:00,-10.0,-17.3,55,17,25.0,100.81,Cloudy,14.0,1
2012-01-06 02:00:00,-10.5,-16.5,61,9,25.0,100.84,Cloudy,13.099999999999998,1
2012-01-06 03:00:00,-10.6,-16.0,64,0,9.7,100.76,Snow,12.920000000000002,1
2012-01-06 04:00:00,-11.3,-16.1,68,15,3.2,100.7,Snow,11.659999999999997,1
2012-01-06 05:00:00,-11.8,-16.0,71,19,2.8,100.61,Snow,10.759999999999998,1
2012-01-06 06:00:00,-12.0,-16.2,71,22,4.8,100.58,Snow,10.399999999999999,1
2012-01-06 07:00:00,-14.4,-16.3,85,22,2.4,100.52,Snow,6.079999999999998,1
2012-01-06 08:00:00,-12.3,-16.2,73,24,11.3,100.51,Snow,9.86,1
2012-01-06 09:00:00,-12.5,-16.7,71,26,19.3,100.53,Snow,9.5,1
2012-01-06 10:00:00,-12.3,-16.3,72,28,16.1,100.47,Snow,9.86,1
2012-01-06 11:00:00,-12.0,-16.0,72,17,24.1,100.36,Snow,10.399999999999999,1
2012-01-06 12:00:00,-11.7,-15.4,74,28,19.3,100.23,Snow,10.940000000000001,1
2012-01-06 13:00:00,-11.9,-15.6,74,20,24.1,100.13,Snow,10.579999999999998,1
2012-01-06 14:00:00,-11.2,-14.8,75,19,19.3,100.07,Snow,11.84,1
2012-01-06 15:00:00,-11.5,-14.4,79,19,12.9,100.06,Snow,11.3,1
2012-01-06 16:00:00,-11.6,-14.7,78,19,19.3,100.1,Snow,11.120000000000001,1
2012-01-06 17:00:00,-11.2,-14.3,78,17,25.0,100.15,Snow,11.84,1
2012-01-06 18:00:00,-10.5,-13.6,78,17,19.3,100.12,Cloudy,13.099999999999998,1
2012-01-06 19:00:00,-10.5,-13.4,79,15,25.0,100.13,Cloudy,13.099999999999998,1
2012-01-06 20:00:00,-10.2,-13.0,80,11,25.0,100.15,Cloudy,13.64,1
2012-01-06 21:00:00,-9.5,-12.5,79,9,25.0,100.13,Cloudy,14.899999999999999,1
2012-01-06 22:00:00,-9.3,-12.2,79,11,19.3,100.16,Cloudy,15.259999999999998,1
2012-01-06 23:00:00,-9.0,-12.0,79,7,16.1,100.15,Cloudy,15.8,1
2012-01-07 00:00:00,-8.7,-11.7,79,6,16.1,100.13,Cloudy,16.340000000000003,1
2012-01-07 01:00:00,-8.5,-11.4,80,0,19.3,100.11,Cloudy,16.7,1
2012-01-07 02:00:00,-8.1,-11.1,79,4,19.3,100.15,Cloudy,17.42,1
2012-01-07 03:00:00,-7.8,-10.8,79,4,19.3,100.12,Cloudy,17.96,1
2012-01-07 04:00:00,-7.5,-10.5,79,6,19.3,100.1,Cloudy,18.5,1
2012-01-07 05:00:00,-6.9,-9.7,80,4,19.3,100.12,Cloudy,19.58,1
2012-01-07 06:00:00,-6.7,-9.5,80,7,16.1,100.12,Cloudy,19.939999999999998,1
2012-01-07 07:00:00,-7.0,-9.7,81,7,16.1,100.16,Cloudy,19.4,1
2012-01-07 08:00:00,-6.4,-9.0,82,9,8.0,100.1,"Freezing Drizzle,Fog",20.479999999999997,1
2012-01-07 09:00:00,-6.1,-8.7,82,7,9.7,100.15,"Freezing Rain,Fog",21.02,1
2012-01-07 10:00:00,-5.7,-8.0,84,7,8.0,100.13,Freezing Rain,21.740000000000002,1
2012-01-07 11:00:00,-5.4,-7.7,84,9,9.7,100.08,Freezing Drizzle,22.28,1
2012-01-07 12:00:00,-5.5,-7.8,84,13,9.7,100.05,Freezing Drizzle,22.1,1
2012-01-07 13:00:00,-4.8,-7.2,83,15,9.7,100.07,Freezing Rain,23.36,1
2012-01-07 14:00:00,-4.4,-6.9,83,6,8.0,100.09,Snow,24.08,1
2012-01-07 15:00:00,-3.7,-6.1,83,11,8.0,100.09,Snow,25.34,1
2012-01-07 16:00:00,-3.6,-5.9,84,0,8.0,100.15,Snow,25.52,1
2012-01-07 17:00:00,-3.1,-5.4,84,13,8.0,100.27,Snow,26.42,1
2012-01-07 18:00:00,-3.2,-5.3,85,6,9.7,100.33,Snow,26.24,1
2012-01-07 19:00:00,-3.0,-5.0,86,6,8.0,100.41,Snow,26.6,1
2012-01-07 20:00:00,-1.8,-3.7,87,4,9.7,100.48,Snow,28.759999999999998,1
2012-01-07 21:00:00,-1.3,-3.1,88,0,6.4,100.5,Snow,29.66,1
2012-01-07 22:00:00,-1.5,-3.0,89,4,4.0,100.54,Fog,29.3,1
2012-01-07 23:00:00,0.4,-1.5,87,22,9.7,100.62,Snow,32.72,1
2012-01-08 00:00:00,0.6,-3.2,76,32,25.0,100.72,Cloudy,33.08,1
2012-01-08 01:00:00,-0.6,-4.6,74,32,25.0,100.8,Mostly Cloudy,30.92,1
2012-01-08 02:00:00,-1.7,-6.2,71,30,25.0,100.98,Mostly Cloudy,28.94,1
2012-01-08 03:00:00,-3.5,-8.3,69,32,25.0,101.13,Mainly Clear,25.7,1
2012-01-08 04:00:00,-4.4,-9.2,69,22,25.0,101.21,Mainly Clear,24.08,1
2012-01-08 05:00:00,-5.9,-10.5,70,13,25.0,101.33,Mainly Clear,21.38,1
2012-01-08 06:00:00,-5.8,-10.8,68,13,25.0,101.47,Cloudy,21.560000000000002,1
2012-01-08 07:00:00,-5.6,-10.3,69,11,25.0,101.59,Cloudy,21.92,1
2012-01-08 08:00:00,-5.9,-10.7,69,11,24.1,101.7,Snow,21.38,1
2012-01-08 09:00:00,-6.4,-11.9,65,17,24.1,101.81,Snow,20.479999999999997,1
2012-01-08 10:00:00,-6.5,-11.6,67,17,9.7,101.89,Snow,20.299999999999997,1
2012-01-08 11:00:00,-7.1,-12.6,65,22,24.1,101.92,Snow,19.22,1
2012-01-08 12:00:00,-6.7,-11.9,66,15,24.1,101.9,Snow,19.939999999999998,1
2012-01-08 13:00:00,-6.5,-12.4,63,15,24.1,101.94,Cloudy,20.299999999999997,1
2012-01-08 14:00:00,-6.5,-12.0,65,19,24.1,101.97,Mostly Cloudy,20.299999999999997,1
2012-01-08 15:00:00,-6.6,-12.9,61,20,48.3,102.04,Mostly Cloudy,20.12,1
2012-01-08 16:00:00,-6.6,-13.3,59,20,24.1,102.09,Mostly Cloudy,20.12,1
2012-01-08 17:00:00,-7.2,-13.8,59,17,25.0,102.17,Mainly Clear,19.04,1
2012-01-08 18:00:00,-8.1,-14.1,62,17,25.0,102.23,Mainly Clear,17.42,1
2012-01-08 19:00:00,-8.0,-13.9,62,15,25.0,102.26,Mostly Cloudy,17.6,1
2012-01-08 20:00:00,-8.3,-13.7,65,15,25.0,102.28,Mostly Cloudy,17.06,1
2012-01-08 21:00:00,-8.3,-13.9,64,11,25.0,102.26,Mostly Cloudy,17.06,1
2012-01-08 22:00:00,-8.7,-14.0,65,7,25.0,102.22,Mostly Cloudy,16.340000000000003,1
2012-01-08 23:00:00,-9.0,-13.9,68,7,25.0,102.22,Mostly Cloudy,15.8,1
2012-01-09 00:00:00,-9.2,-14.3,66,6,25.0,102.17,Mostly Cloudy,15.440000000000001,1
2012-01-09 01:00:00,-9.8,-14.5,68,0,25.0,102.13,Mostly Cloudy,14.36,1
2012-01-09 02:00:00,-9.0,-14.1,66,4,25.0,102.15,Mostly Cloudy,15.8,1
2012-01-09 03:00:00,-8.8,-13.2,70,0,25.0,102.11,Cloudy,16.159999999999997,1
2012-01-09 04:00:00,-8.5,-13.2,69,9,25.0,102.02,Cloudy,16.7,1
2012-01-09 05:00:00,-8.4,-12.7,71,11,25.0,101.93,Cloudy,16.88,1
2012-01-09 06:00:00,-7.7,-11.9,72,11,25.0,101.86,Cloudy,18.14,1
2012-01-09 07:00:00,-6.8,-11.0,72,15,25.0,101.8,Mostly Cloudy,19.759999999999998,1
2012-01-09 08:00:00,-5.9,-10.5,70,13,16.1,101.74,Snow,21.38,1
2012-01-09 09:00:00,-5.4,-9.2,75,11,12.9,101.68,Snow,22.28,1
2012-01-09 10:00:00,-4.8,-8.3,76,9,16.1,101.64,Snow,23.36,1
2012-01-09 11:00:00,-3.7,-7.2,77,7,24.1,101.54,Snow,25.34,1
2012-01-09 12:00:00,-2.5,-6.6,73,9,24.1,101.4,Cloudy,27.5,1
2012-01-09 13:00:00,-1.7,-5.8,74,7,24.1,101.27,Cloudy,28.94,1
2012-01-09 14:00:00,-1.4,-5.1,76,7,24.1,101.2,Cloudy,29.48,1
2012-01-09 15:00:00,-1.0,-5.1,74,9,24.1,101.13,Mostly Cloudy,30.2,1
2012-01-09 16:00:00,-1.3,-5.7,72,11,24.1,101.05,Mostly Cloudy,29.66,1
2012-01-09 17:00:00,-1.4,-5.8,72,15,24.1,100.96,Mostly Cloudy,29.48,1
2012-01-09 18:00:00,-1.0,-5.6,71,20,25.0,100.9,Mostly Cloudy,30.2,1
2012-01-09 19:00:00,-1.1,-5.8,70,19,25.0,100.83,Mostly Cloudy,30.02,1
2012-01-09 20:00:00,-1.5,-6.2,70,15,25.0,100.77,Mostly Cloudy,29.3,1
2012-01-09 21:00:00,-1.7,-6.3,71,11,25.0,100.64,Mostly Cloudy,28.94,1
2012-01-09 22:00:00,-0.3,-6.3,64,19,25.0,100.54,Mostly Cloudy,31.46,1
2012-01-09 23:00:00,-0.2,-6.1,64,17,25.0,100.45,Cloudy,31.64,1
2012-01-10 00:00:00,2.5,-5.2,57,30,25.0,100.38,Cloudy,36.5,1
2012-01-10 01:00:00,2.3,-3.4,66,35,25.0,100.28,Snow,36.14,1
2012-01-10 02:00:00,1.4,-2.5,75,19,6.4,100.23,Snow,34.52,1
2012-01-10 03:00:00,1.6,-2.0,77,28,25.0,100.16,Snow,34.88,1
2012-01-10 04:00:00,1.2,-1.7,81,26,25.0,100.07,Cloudy,34.16,1
2012-01-10 05:00:00,0.8,-1.2,86,30,9.7,100.02,"Rain,Snow",33.44,1
2012-01-10 06:00:00,0.7,-1.2,87,30,8.0,100.04,Snow,33.26,1
2012-01-10 07:00:00,1.5,-0.7,85,20,8.0,100.08,Snow,34.7,1
2012-01-10 08:00:00,1.2,-1.1,85,24,16.1,100.11,Cloudy,34.16,1
2012-01-10 09:00:00,1.6,-0.8,84,17,19.3,100.23,Cloudy,34.88,1
2012-01-10 10:00:00,2.0,-0.9,81,24,24.1,100.27,Mostly Cloudy,35.6,1
2012-01-10 11:00:00,2.6,-1.1,77,22,24.1,100.29,Mainly Clear,36.68,1
2012-01-10 12:00:00,1.4,-3.1,72,30,24.1,100.32,Mostly Cloudy,34.52,1
2012-01-10 13:00:00,0.7,-5.4,64,26,24.1,100.36,Mostly Cloudy,33.26,1
2012-01-10 14:00:00,-0.2,-6.2,64,26,24.1,100.45,Mainly Clear,31.64,1
2012-01-10 15:00:00,-1.4,-7.9,61,30,24.1,100.65,Mainly Clear,29.48,1
2012-01-10 16:00:00,-3.1,-10.9,55,30,24.1,100.81,Mostly Cloudy,26.42,1
2012-01-10 17:00:00,-4.0,-12.0,54,17,24.1,100.91,Mostly Cloudy,24.8,1
2012-01-10 18:00:00,-4.9,-12.7,54,15,25.0,101.04,Mostly Cloudy,23.18,1
2012-01-10 19:00:00,-5.7,-13.8,53,15,25.0,101.15,Mostly Cloudy,21.740000000000002,1
2012-01-10 20:00:00,-6.4,-14.3,53,13,25.0,101.24,Mostly Cloudy,20.479999999999997,1
2012-01-10 21:00:00,-6.6,-13.6,57,9,25.0,101.32,Mostly Cloudy,20.12,1
2012-01-10 22:00:00,-7.3,-14.7,55,13,25.0,101.34,Mostly Cloudy,18.86,1
2012-01-10 23:00:00,-8.6,-15.6,57,19,25.0,101.44,Mostly Cloudy,16.52,1
2012-01-11 00:00:00,-9.5,-16.8,55,17,25.0,101.43,Mostly Cloudy,14.899999999999999,1
2012-01-11 01:00:00,-10.7,-17.8,56,17,25.0,101.49,Clear,12.740000000000002,1
2012-01-11 02:00:00,-12.0,-18.9,56,19,25.0,101.57,Clear,10.399999999999999,1
2012-01-11 03:00:00,-12.7,-19.4,57,19,25.0,101.64,Clear,9.14,1
2012-01-11 04:00:00,-13.4,-20.1,57,17,25.0,101.66,Clear,7.879999999999999,1
2012-01-11 05:00:00,-13.9,-21.0,55,19,25.0,101.66,Mainly Clear,6.98,1
2012-01-11 06:00:00,-14.4,-21.1,57,20,25.0,101.72,Mainly Clear,6.079999999999998,1
2012-01-11 07:00:00,-14.4,-21.0,57,13,25.0,101.77,Mostly Cloudy,6.079999999999998,1
2012-01-11 08:00:00,-14.7,-21.4,57,15,24.1,101.8,Mostly Cloudy,5.539999999999999,1
2012-01-11 09:00:00,-14.3,-20.8,58,15,24.1,101.81,Mostly Cloudy,6.259999999999998,1
2012-01-11 10:00:00,-13.9,-20.9,55,11,19.3,101.89,Cloudy,6.98,1
2012-01-11 11:00:00,-13.4,-20.8,54,15,24.1,101.78,Mostly Cloudy,7.879999999999999,1
2012-01-11 12:00:00,-12.7,-20.4,53,17,24.1,101.68,Cloudy,9.14,1
2012-01-11 13:00:00,-12.2,-20.0,52,19,24.1,101.63,Mostly Cloudy,10.04,1
2012-01-11 14:00:00,-11.4,-19.4,52,20,24.1,101.56,Mostly Cloudy,11.48,1
2012-01-11 15:00:00,-11.6,-19.9,50,20,24.1,101.61,Mostly Cloudy,11.120000000000001,1
2012-01-11 16:00:00,-11.8,-20.9,47,20,24.1,101.6,Mostly Cloudy,10.759999999999998,1
2012-01-11 17:00:00,-11.9,-20.1,51,26,24.1,101.56,Mostly Cloudy,10.579999999999998,1
2012-01-11 18:00:00,-12.0,-19.9,52,24,25.0,101.51,Mostly Cloudy,10.399999999999999,1
2012-01-11 19:00:00,-11.8,-19.2,54,30,25.0,101.43,Mostly Cloudy,10.759999999999998,1
2012-01-11 20:00:00,-11.2,-18.1,57,24,25.0,101.4,Cloudy,11.84,1
2012-01-11 21:00:00,-11.2,-16.5,65,19,25.0,101.32,Cloudy,11.84,1
2012-01-11 22:00:00,-10.8,-16.0,65,22,25.0,101.29,Cloudy,12.559999999999999,1
2012-01-11 23:00:00,-10.7,-15.7,67,20,25.0,101.19,Mostly Cloudy,12.740000000000002,1
2012-01-12 00:00:00,-10.0,-15.2,66,19,25.0,101.17,Mostly Cloudy,14.0,1
2012-01-12 01:00:00,-9.8,-15.2,65,24,25.0,101.13,Mostly Cloudy,14.36,1
2012-01-12 02:00:00,-9.4,-15.0,64,26,25.0,101.08,Cloudy,15.079999999999998,1
2012-01-12 03:00:00,-9.0,-14.7,63,33,25.0,101.02,Cloudy,15.8,1
2012-01-12 04:00:00,-8.5,-14.1,64,22,25.0,100.93,Cloudy,16.7,1
2012-01-12 05:00:00,-8.0,-13.7,64,30,25.0,100.81,Cloudy,17.6,1
2012-01-12 06:00:00,-7.6,-13.1,65,28,25.0,100.76,Cloudy,18.32,1
2012-01-12 07:00:00,-7.3,-12.7,65,28,16.1,100.69,Snow Showers,18.86,1
2012-01-12 08:00:00,-7.1,-11.3,72,33,6.4,100.61,Snow,19.22,1
2012-01-12 09:00:00,-6.8,-10.5,75,33,3.2,100.54,Snow,19.759999999999998,1
2012-01-12 10:00:00,-6.2,-9.6,77,35,4.8,100.46,Snow,20.84,1
2012-01-12 11:00:00,-6.0,-9.5,76,32,2.0,100.35,Snow,21.2,1
2012-01-12 12:00:00,-5.8,-8.9,79,32,4.8,100.22,Snow,21.560000000000002,1
2012-01-12 13:00:00,-5.8,-8.6,81,33,1.2,100.09,Snow,21.560000000000002,1
2012-01-12 14:00:00,-5.7,-8.5,81,28,1.2,99.97,Snow,21.740000000000002,1
2012-01-12 15:00:00,-5.2,-7.6,83,26,0.8,99.9,Moderate Snow,22.64,1
2012-01-12 16:00:00,-4.9,-7.3,83,33,0.6,99.88,Moderate Snow,23.18,1
2012-01-12 17:00:00,-5.1,-7.6,83,33,1.0,99.83,Snow,22.82,1
2012-01-12 18:00:00,-5.4,-8.1,81,35,1.2,99.76,Snow,22.28,1
2012-01-12 19:00:00,-5.0,-7.6,82,30,4.0,99.72,Snow,23.0,1
